timestamp;router_ping;reference_ping
1657206595,158035;7,16;36,884
1657206595,221578;20,907;57,33
1657206595,319009;22,963;44,181
1657206595,405613;10,763;43,252
1657206595,479198;14,023;40,357
1657206595,5533361;3,425;40,119
1657206595,6152582;3,866;41,85
1657206595,6783218;19,937;36,239
1657206595,753654;3,764;35,409
1657206595,810622;3,471;35,802
1657206595,8682199;3,045;34,921
1657206595,924799;3,861;35,446
1657206595,9856262;3,49;35,072
1657206596,042219;3,451;35,663
1657206596,099319;4,02;36,123
1657206596,156985;3,336;35,392
1657206596,2209768;3,528;34,976
1657206596,271032;3,261;34,603
1657206596,325153;3,38;34,808
1657206596,380028;3,571;35,034
1657206596,4360802;3,933;35,0
1657206596,4941618;3,188;35,244
1657206596,553337;4,01;40,4
1657206596,6208289;3,571;34,886
1657206596,67984;3,772;36,293
1657206596,74082;3,673;35,493
1657206596,800813;3,724;35,512
1657206596,8601348;3,616;35,169
1657206596,918047;3,592;35,0
1657206596,975296;4,221;34,458
1657206597,035038;3,562;34,879
1657206597,093438;3,002;35,272
1657206597,152242;3,89;34,923
1657206597,2112992;3,414;34,893
1657206597,270721;3,438;34,937
1657206597,3271072;3,457;34,718
1657206597,384074;3,013;34,789
1657206597,439181;3,618;35,232
1657206597,496515;3,774;35,251
1657206597,555347;3,615;35,068
1657206597,613125;3,588;35,061
1657206597,672674;3,06;34,649
1657206597,730088;3,552;35,259
1657206597,7873468;3,681;34,996
1657206597,8444831;3,723;34,897
1657206597,901291;3,441;35,174
1657206597,957161;3,535;35,125
1657206598,015222;3,514;34,945
1657206598,072522;3,489;34,703
1657206598,129083;3,963;35,466
1657206598,186408;3,879;36,244
1657206598,2458508;3,737;35,853
1657206598,303596;3,537;34,927
1657206598,359663;3,696;34,788
1657206598,4160588;3,586;34,976
1657206598,472638;3,56;35,111
1657206598,529283;3,721;35,388
1657206598,586354;3,23;34,58
1657206598,641302;3,848;35,17
1657206598,698791;3,166;34,513
1657206598,7552571;3,103;35,072
1657206598,812242;4,304;35,022
1657206598,8743072;3,337;34,941
1657206598,9330199;3,493;35,219
1657206598,993087;3,407;34,722
1657206599,050944;3,015;35,458
1657206599,106692;3,494;34,584
1657206599,163122;3,525;36,118
1657206599,221489;3,686;34,747
1657206599,27909;3,452;34,917
1657206599,3346329;3,076;34,423
1657206599,391194;3,41;35,104
1657206599,449373;3,693;35,014
1657206599,508112;3,592;34,943
1657206599,5656168;3,788;35,2
1657206599,6247838;3,681;34,911
1657206599,6872478;3,484;34,898
1657206599,7449331;3,599;35,092
1657206599,8032901;3,72;35,061
1657206599,859788;3,443;39,669
1657206599,9215412;3,713;34,289
1657206599,97782;3,024;34,624
1657206600,03475;3,484;34,783
1657206600,093045;4,132;34,826
1657206600,1511989;3,518;36,608
1657206600,2100532;4,728;39,51
1657206600,271395;3,838;35,261
1657206600,328772;4,265;37,583
1657206600,388942;3,691;35,183
1657206600,446589;3,669;34,871
1657206600,5054688;3,476;34,749
1657206600,5626938;3,149;40,74
1657206600,626129;3,281;34,988
1657206600,682818;3,611;34,439
1657206600,7392309;3,55;34,405
1657206600,796233;4,069;35,087
1657206600,8535638;3,453;34,674
1657206600,910023;3,446;34,588
1657206600,968006;3,597;34,841
1657206601,025911;3,502;35,669
1657206601,084317;3,452;34,898
1657206601,141839;3,383;34,625
1657206601,1928818;3,217;34,864
1657206601,24179;3,176;34,789
1657206601,293303;3,321;34,615
1657206601,347574;2,88;34,232
1657206601,401044;3,481;34,704
1657206601,4563892;3,656;34,648
1657206601,514233;3,492;34,497
1657206601,570741;3,481;34,787
1657206601,628084;3,452;39,64
1657206601,688183;3,893;35,272
1657206601,74628;3,369;35,522
1657206601,803204;3,621;35,693
1657206601,859772;3,476;34,826
1657206601,9160058;3,437;34,718
1657206601,971831;3,042;35,566
1657206602,03056;3,432;34,956
1657206602,086839;4,18;34,931
