timestamp;router_ping;reference_ping
1657208242,451829;3,082;34,872
1657208242,4957619;2,927;34,875
1657208242,539277;3,37;34,787
1657208242,583101;3,144;35,009
1657208242,628032;3,178;34,495
1657208242,6727;3,171;34,576
1657208242,718894;3,314;34,921
1657208242,765384;3,598;34,704
1657208242,81972;3,219;34,958
1657208242,866508;3,328;34,906
1657208242,9139688;3,175;34,416
1657208242,96488;3,171;34,573
1657208243,009377;3,033;35,01
1657208243,056761;3,225;34,796
1657208243,100648;3,162;35,693
1657208243,145733;3,563;35,416
1657208243,1911192;3,608;38,001
1657208243,239936;4,04;35,413
1657208243,286179;2,954;34,524
1657208243,3300228;3,371;34,575
1657208243,3742561;3,059;35,442
1657208243,419304;2,717;34,354
1657208243,463191;3,14;35,244
1657208243,507721;2,755;34,362
1657208243,5519218;2,494;34,994
1657208243,595147;2,749;34,533
1657208243,638249;3,198;35,162
1657208243,6830468;3,195;37,043
1657208243,730766;3,182;35,145
1657208243,776138;4,184;35,345
1657208243,8237388;3,189;35,419
1657208243,870083;3,589;35,653
1657208243,917928;3,41;34,543
1657208243,965424;3,246;34,766
1657208244,0144482;3,688;34,943
1657208244,062025;3,542;35,101
1657208244,106944;3,408;34,69
1657208244,151201;3,151;34,898
1657208244,195777;2,74;34,478
1657208244,240892;3,245;34,729
1657208244,2879848;3,979;35,057
1657208244,337701;3,434;35,087
1657208244,389604;2,843;34,869
1657208244,439341;3,214;35,168
1657208244,489429;2,818;34,666
1657208244,5399182;3,333;35,65
1657208244,5920541;3,753;35,103
1657208244,639173;3,142;35,778
1657208244,683476;3,115;34,889
1657208244,728066;3,168;35,201
1657208244,773551;3,567;35,131
1657208244,819036;3,009;34,83
1657208244,864169;3,284;35,171
1657208244,9105558;3,443;35,328
1657208244,956474;3,511;35,295
1657208245,003247;3,172;34,987
1657208245,04915;3,157;35,306
1657208245,094218;3,165;34,988
1657208245,137849;3,367;35,305
1657208245,183577;3,132;35,066
1657208245,228559;2,702;34,789
1657208245,27128;3,881;35,462
1657208245,315809;3,552;35,396
1657208245,359756;3,715;35,573
1657208245,404084;2,96;34,83
1657208245,447038;3,313;34,861
1657208245,490519;3,192;35,039
1657208245,534571;3,127;35,424
1657208245,579964;3,658;34,27
1657208245,6254709;3,734;35,169
1657208245,671625;3,216;35,355
1657208245,7163641;3,216;35,667
1657208245,7611158;3,191;34,813
1657208245,80591;3,168;35,652
1657208245,852525;3,681;35,723
1657208245,89963;3,451;35,59
1657208245,9466398;3,439;35,269
1657208245,994516;3,351;35,62
1657208246,042651;3,261;35,063
1657208246,0908868;3,228;35,577
1657208246,1403341;3,514;35,388
1657208246,1899252;3,449;34,976
1657208246,237251;3,175;35,164
1657208246,286153;3,522;36,65
1657208246,3320901;3,361;35,25
1657208246,3772311;2,708;34,482
1657208246,422094;3,263;35,334
1657208246,470025;3,226;34,97
1657208246,51935;3,683;34,961
1657208246,570815;3,276;34,756
1657208246,621674;3,465;35,057
1657208246,674193;3,228;35,202
1657208246,724871;3,236;34,896
1657208246,7706828;3,18;35,021
1657208246,818527;3,182;34,758
1657208246,8624902;3,079;34,756
1657208246,906632;2,76;35,398
1657208246,9526;3,431;35,253
